"id","fold","landmark","label","E-CPV Pred","E-CPV Error","E-CPV Uncertainty","E-MHA Pred","E-MHA Error","E-MHA Confidence","E-MHA Bin","E-CPV Bin","S-MHA Pred","S-MHA Error","S-MHA Error Confidence","S-MHA Bin"
"366","0","1","[1425.  937.]","[1401.  946.]","25.632011235952593","0.0","[1400.  944.]","25.96150997149434","0.1705484837293625","0","0","[1401.  946.]","25.632011235952593","0.17054848","0"
"208","0","1","[1468. 1063.]","[1495. 1058.]","27.459060435491963","0.0","[1493. 1056.]","25.96150997149434","0.26223960518836975","0","0","[1495. 1058.]","27.459060435491963","0.2622396","0"
"318","0","1","[1390. 1061.]","[1411. 1039.]","30.4138126514911","0.0","[1410. 1037.]","31.240998703626616","0.34558144211769104","1","0","[1411. 1039.]","30.4138126514911","0.34558144","1"
"195","0","1","[1488.  922.]","[1471.  935.]","21.400934559032695","0.0","[1470.  934.]","21.633307652783937","0.38127708435058594","1","0","[1471.  935.]","21.400934559032695","0.38127708","1"
"194","0","1","[1243.  913.]","[1254.  889.]","26.40075756488817","0.0","[1253.  887.]","27.85677655436824","0.4044349789619446","1","0","[1254.  889.]","26.40075756488817","0.40443498","1"
"336","0","1","[1395. 1021.]","[1412.  982.]","42.5440947723653","0.0","[1410.  980.]","43.657759905886145","0.5252842903137207","3","0","[1412.  982.]","42.5440947723653","0.5252843","3"
"329","0","1","[1443. 1026.]","[1427. 1038.]","20.0","0.0","[1425. 1037.]","21.095023109728988","0.3837594985961914","1","0","[1427. 1038.]","20.0","0.3837595","1"
"399","0","1","[1406.  954.]","[1412.  944.]","11.661903789690601","0.0","[1410.  943.]","11.704699910719626","0.6378496289253235","4","0","[1412.  944.]","11.661903789690601","0.6378496","4"
"013","0","1","[1346. 1026.]","[1351. 1021.]","7.0710678118654755","0.0","[1349. 1020.]","6.708203932499369","0.30220353603363037","0","0","[1351. 1021.]","7.0710678118654755","0.30220354","0"
"125","0","1","[1357.  919.]","[1360.  925.]","6.708203932499369","0.0","[1358.  923.]","4.123105625617661","0.48875439167022705","3","0","[1360.  925.]","6.708203932499369","0.4887544","3"
"252","0","1","[1456.  964.]","[1462.  936.]","28.635642126552707","0.0","[1461.  935.]","29.427877939124322","0.10600757598876953","0","0","[1462.  936.]","28.635642126552707","0.106007576","0"
"203","0","1","[1419.  935.]","[1413.  963.]","28.635642126552707","0.0","[1412.  962.]","27.892651361962706","0.5543108582496643","4","0","[1413.  963.]","28.635642126552707","0.55431086","4"
"114","0","1","[1393. 1059.]","[1396. 1039.]","20.223748416156685","0.0","[1395. 1038.]","21.095023109728988","0.4299192428588867","2","0","[1396. 1039.]","20.223748416156685","0.42991924","2"
"061","0","1","[1429.  858.]","[1410.  880.]","29.068883707497267","0.0","[1409.  878.]","28.284271247461902","0.18513575196266174","0","0","[1410.  880.]","29.068883707497267","0.18513575","0"
"248","0","1","[1354.  935.]","[1351.  937.]","3.605551275463989","0.0","[1349.  936.]","5.0990195135927845","0.5383674502372742","3","0","[1351.  937.]","3.605551275463989","0.53836745","3"
"064","0","1","[1339. 1015.]","[1351.  991.]","26.832815729997478","0.0","[1349.  990.]","26.92582403567252","0.3726496994495392","1","0","[1351.  991.]","26.832815729997478","0.3726497","1"
"234","0","1","[1453.  973.]","[1441. 1021.]","49.47726750741192","0.0","[1440. 1020.]","48.76474136094644","0.4137764871120453","2","0","[1441. 1021.]","49.47726750741192","0.4137765","2"
"393","0","1","[1370.  839.]","[1356.  861.]","26.076809620810597","0.0","[1355.  860.]","25.80697580112788","0.07189524918794632","0","0","[1356.  861.]","26.076809620810597","0.07189525","0"
"332","0","1","[1508.  897.]","[1511.  905.]","8.54400374531753","0.0","[1510.  904.]","7.280109889280518","0.5491424202919006","4","0","[1511.  905.]","8.54400374531753","0.5491424","4"
"348","0","1","[1471.  941.]","[1472.  928.]","13.038404810405298","0.0","[1470.  926.]","15.033296378372908","0.4128609001636505","2","0","[1472.  928.]","13.038404810405298","0.4128609","2"
"243","0","1","[1458.  970.]","[1456.  945.]","25.079872407968907","0.0","[1455.  944.]","26.1725046566048","0.19120347499847412","0","0","[1456.  945.]","25.079872407968907","0.19120347","0"
"365","0","1","[1487. 1059.]","[1487. 1059.]","0.0","0.0","[1485. 1057.]","2.8284271247461903","0.6325552463531494","4","0","[1487. 1059.]","0.0","0.63255525","4"
"235","0","1","[1404.  927.]","[1411.  927.]","7.0","0.0","[1409.  926.]","5.0990195135927845","0.2940218150615692","0","0","[1411.  927.]","7.0","0.29402182","0"
"069","0","1","[1322.  966.]","[1328.  947.]","19.924858845171276","0.0","[1326.  945.]","21.37755832643195","0.5187953114509583","3","0","[1328.  947.]","19.924858845171276","0.5187953","3"
"265","0","1","[1391. 1073.]","[1396. 1057.]","16.76305461424021","0.0","[1395. 1055.]","18.439088914585774","0.6260496377944946","4","0","[1396. 1057.]","16.76305461424021","0.62604964","4"
"058","0","1","[1277.  989.]","[1260. 1038.]","51.86520991955976","0.0","[1259. 1037.]","51.264022471905186","0.48579636216163635","3","0","[1260. 1038.]","51.86520991955976","0.48579636","3"
"342","0","1","[1314.  873.]","[1321.  888.]","16.55294535724685","0.0","[1319.  887.]","14.866068747318506","0.5437403917312622","4","0","[1321.  888.]","16.55294535724685","0.5437404","4"
"198","0","1","[1371.  913.]","[1307.  860.]","83.09632964216891","0.0","[1305.  859.]","85.27602242131137","0.11557693034410477","0","0","[1307.  860.]","83.09632964216891","0.11557693","0"
"044","0","1","[1351.  964.]","[1352.  965.]","1.4142135623730951","0.0","[1350.  964.]","1.0","0.47791922092437744","2","0","[1352.  965.]","1.4142135623730951","0.47791922","2"
"007","0","1","[1448.  829.]","[1449.  832.]","3.1622776601683795","0.0","[1448.  831.]","2.0","0.32094910740852356","0","0","[1449.  832.]","3.1622776601683795","0.3209491","0"
"351","0","1","[1374. 1014.]","[1373. 1020.]","6.082762530298219","0.0","[1371. 1019.]","5.830951894845301","0.3242718577384949","0","0","[1373. 1020.]","6.082762530298219","0.32427186","0"
"270","0","1","[1447.  917.]","[1427.  926.]","21.93171219946131","0.0","[1425.  925.]","23.40939982143925","0.4701713025569916","2","0","[1427.  926.]","21.93171219946131","0.4701713","2"
"288","0","1","[1404.  974.]","[1404.  991.]","17.0","0.0","[1403.  990.]","16.0312195418814","0.5814943909645081","4","0","[1404.  991.]","17.0","0.5814944","4"
